,SymbolsA,EntrezsA,AveExpr,B
212444_at,GPRC5A,9052,9.44703523152873,-5.52862822213266
212971_at,CARS,833,11.1453141852987,-5.52867066887689
203870_at,USP46,64854,7.51447624642015,-5.52913122028175
209586_s_at,PRUNE1,58497,10.5411572110774,-5.52919851096713
219389_at,SUSD4,55061,9.05408321259811,-5.53166232767347
218092_s_at,AGFG1,3267,8.77445606031355,-5.53209454225192
201849_at,BNIP3,664,10.6435664667709,-5.53271588044389
218411_s_at,MBIP,51562,6.60423395266269,-5.53357232388629
212890_at,SLC38A10,124565,9.24040064879127,-5.5340392181963
203276_at,LMNB1,4001,6.55884967935984,-5.53445844400983
202489_s_at,FXYD3,5349,10.7483063634315,-5.53459501620887
201975_at,CLIP1,6249,8.88562804884218,-5.53519401558061
209529_at,PLPP2,8612,8.99446888638581,-5.53655947375526
218084_x_at,FXYD5,53827,9.51934067996802,-5.5377935755261
218305_at,IPO4,79711,8.06508460473685,-5.53966406864802
219121_s_at,ESRP1,54845,9.64226254498962,-5.54060101906656
213031_s_at,WDR73,84942,8.52310610307891,-5.54113414476011
205004_at,NKRF,55922,7.83475477175608,-5.54130730416617
200708_at,GOT2,2806,10.8624718731412,-5.54244767337477
219661_at,RANBP17,64901,7.05396066823235,-5.54269844251681
209551_at,YIPF4,84272,6.43306711374431,-5.54274179492025
212522_at,PDE8A,5151,7.96216699264903,-5.54450750679687
201431_s_at,DPYSL3,1809,9.42277225860614,-5.54479109873596
213786_at,TAX1BP1,8887,6.26274248849475,-5.54517055433048
208579_x_at,H2BFS,54145,8.4854642038457,-5.5471968920905
211795_s_at,FYB,2533,7.50702354048291,-5.54775414333712
200066_at,IK,3550,10.613155265664,-5.54795809910196
213288_at,MBOAT2,129642,9.39341450497057,-5.54882047610737
204638_at,ACP5,54,9.1182636243378,-5.55031711425058
219939_s_at,CSDE1,7812,10.5515364178307,-5.55145822650618
220387_s_at,HHLA3,11147,6.30237511020962,-5.55147499643283
200824_at,GSTP1,2950,9.7070171261181,-5.55150796026811
201953_at,CIB1,10519,9.81770811472787,-5.55164943801883
203362_s_at,MAD2L1,4085,9.08697166382799,-5.55167445763591
200940_s_at,RERE,473,9.95341819574374,-5.55186730928598
215778_x_at,HAB1,55547,8.18327402754753,-5.55190625708785
203789_s_at,SEMA3C,10512,9.9758004271297,-5.55456619832935
53720_at,C19orf66,55337,7.6521218377172,-5.55571836175987
210448_s_at,P2RX5,5026,8.16055510143011,-5.55667193991954
213422_s_at,MXRA8,54587,10.1707176870535,-5.55695478266098
218791_s_at,KATNBL1,79768,6.85115691713898,-5.55905560671746
215280_s_at,PPFIA3,8541,7.85037214495744,-5.56034352782324
221046_s_at,GTPBP8,29083,8.49375907716882,-5.56225411944096
208789_at,PTRF,284119,9.71885437532199,-5.56233443297092
213225_at,PPM1B,5495,7.84402335132581,-5.56261555708821
212690_at,DDHD2,23259,8.82666653936877,-5.56353968910131
208029_s_at,LAPTM4B,55353,11.6479717296627,-5.56360750109489
202424_at,MAP2K2,5605,8.5388615466693,-5.56409572491161
211779_x_at,AP2A2,161,8.61677052656587,-5.56433173906261
219428_s_at,PXMP4,11264,9.43976440490029,-5.56443411506678
211009_s_at,ZNF271P,10778,7.59349426040247,-5.56456264645266
201366_at,ANXA7,310,10.7940831686576,-5.56513542131121
205213_at,ACAP1,9744,7.16850007610108,-5.56786338555193
217906_at,KLHDC2,23588,10.0410797093786,-5.56797588666424
218644_at,PLEK2,26499,8.72355103141485,-5.56799817861587
217964_at,TTC19,54902,9.58558370999226,-5.56806336701235
218605_at,TFB2M,64216,9.10788564632441,-5.56905814883183
219134_at,ADGRL4,64123,6.95571492304029,-5.56953431935509
211339_s_at,ITK,3702,6.89293509441532,-5.57022826556977
213199_at,C2CD3,26005,8.10014831056557,-5.57047510560666
221569_at,AHI1,54806,8.15172441117564,-5.57062008625553
218718_at,PDGFC,56034,9.71000570457678,-5.57133890563352
218637_at,IMPACT,55364,6.74878376919109,-5.57171730806059
201651_s_at,PACSIN2,11252,10.7963102979045,-5.57260563312146
212473_s_at,MICAL2,9645,10.8710966044451,-5.57310129296826
208900_s_at,TOP1,7150,10.2677717898391,-5.57387186714869
209129_at,TRIP6,7205,9.2216072859489,-5.57423228546128
220775_s_at,UEVLD,55293,7.68216214317962,-5.57437992856045
202678_at,GTF2A2,2958,9.45835212793733,-5.57462810300609
209262_s_at,NR2F6,2063,9.42683723316985,-5.57468596802645
202173_s_at,VEZF1,7716,6.56837974956525,-5.57531838294133
214113_s_at,RBM8A,9939,10.0378750476139,-5.57548326186843
207604_s_at,SLC4A7,9497,8.56135698753791,-5.57612531831303
219972_s_at,PCNX4,64430,6.40181606417099,-5.57681770752021
203940_s_at,VASH1,22846,8.39176490948005,-5.57700553218075
211764_s_at,UBE2D1,7321,8.37781685583779,-5.58016109609896
218809_at,PANK2,80025,10.3754599593431,-5.58138274028382
211922_s_at,CAT,847,8.25526621476325,-5.58200063568808
201102_s_at,PFKL,5211,8.52564574543539,-5.58223548255664
210466_s_at,SERBP1,26135,10.8393182434271,-5.58240511450458
204466_s_at,SNCA,6622,7.89465860256862,-5.58268550961484
205692_s_at,CD38,952,8.23793556119069,-5.58308279566235
219384_s_at,ADAT1,23536,7.76712443366345,-5.58333427897242
219759_at,ERAP2,64167,5.91112956676034,-5.58334403473391
200056_s_at,C1D,10438,7.56554256413525,-5.58424731376756
210321_at,GZMH,2999,7.35564713850741,-5.58516044135088
213913_s_at,TBC1D30,23329,6.3856013512902,-5.5859096215486
214697_s_at,PTBP3,9991,8.45084576685373,-5.58608662838991
202853_s_at,RYK,6259,8.88602513119276,-5.58747972437711
219171_s_at,ZNF236,7776,5.48708537196858,-5.58818380108622
204373_s_at,CEP350,9857,9.01911178674094,-5.58955264055034
217768_at,C14orf166,51637,11.6779109891618,-5.59058678654631
212111_at,STX12,23673,8.99944641932371,-5.59071978958573
203177_x_at,TFAM,7019,8.83023115257901,-5.59074040364013
212698_s_at,SEPT10,151011,9.61727025656688,-5.59298128761755
218774_at,DCPS,28960,7.67480639266629,-5.59366758381515
213391_at,DPY19L4,286148,8.94805623418855,-5.59381234677169
201118_at,PGD,5226,9.00614682245724,-5.5938381241545
203410_at,AP3M2,10947,8.75374353959536,-5.59401363573366
221802_s_at,SHTN1,57698,8.94842982899839,-5.59423357656466
202670_at,MAP2K1,5604,10.0314271483891,-5.59622984300628
202986_at,ARNT2,9915,7.53373222816281,-5.59699844110902
218071_s_at,MKRN2,23609,8.62515380368789,-5.59743610849657
219382_at,SERTAD3,29946,8.12863580828482,-5.59865942348022
209667_at,CES2,8824,8.34593299328317,-5.60018017404488
203878_s_at,MMP11,4320,9.83031961616676,-5.60083017957963
221586_s_at,E2F5,1875,7.52700167502737,-5.6020382000144
209044_x_at,SF3B4,10262,9.49350163025568,-5.60332047376756
219322_s_at,WRAP73,49856,7.3652227138981,-5.60358295560975
202195_s_at,TMED5,50999,6.94506275743501,-5.60369455596903
215343_at,CCDC88C,440193,6.31729369147102,-5.60371442949725
222125_s_at,P4HTM,54681,9.14067248746492,-5.60428818009479
211168_s_at,UPF1,5976,8.97698465153642,-5.60486493783943
212614_at,ARID5B,84159,10.5020168624193,-5.60523810386342
217942_at,MRPS35,60488,10.5548286577984,-5.60592124683296
215158_s_at,DEDD,9191,9.60176387799894,-5.60612959343799
206060_s_at,PTPN22,26191,6.27781451268886,-5.60627575053134
218388_at,PGLS,25796,8.48513500429608,-5.60886972086026
219582_at,OGFRL1,79627,7.90724986871463,-5.61071531967866
203917_at,CXADR,1525,10.0153694218928,-5.61086146041706
221485_at,B4GALT5,9334,9.74106475317783,-5.61118110714692
212333_at,FAM98A,25940,10.4611822867682,-5.61133288647358
201830_s_at,NET1,10276,9.93227578525759,-5.61203816442185
209250_at,DEGS1,8560,9.72178577440255,-5.61306849133189
218998_at,FAM206A,54942,9.39364908871683,-5.61311118375734
212950_at,ADGRF5,221395,8.04068506396242,-5.6138044420829
202363_at,SPOCK1,6695,8.98443891764875,-5.61386243950132
218079_s_at,GGNBP2,79893,9.49256204489541,-5.61405381133269
204076_at,ENTPD4,9583,8.37533680740918,-5.6142460256416
215009_s_at,THAP9-AS1,100499177,7.60443061617428,-5.61432491358035
200637_s_at,PTPRF,5792,7.38859340594228,-5.61501990670655
209760_at,KIAA0922,23240,8.71819308741855,-5.61546614611384
203972_s_at,PEX3,8504,8.31249151430571,-5.61616217365802
203611_at,TERF2,7014,8.51745223944555,-5.61634215837422
211600_at,PTPRO,5800,12.1794911353772,-5.61668595782615
212828_at,SYNJ2,8871,7.83657221255615,-5.61695523069804
204922_at,C11orf80,79703,7.04350705465106,-5.61718957610765
220865_s_at,PDSS1,23590,8.17183791289041,-5.61744036590042
201145_at,HAX1,10456,10.8315377804747,-5.61958366921035
213526_s_at,LIN37,55957,5.52883084810411,-5.61968548998835
217722_s_at,NGRN,51335,10.8233119172133,-5.61990488857916
203056_s_at,PRDM2,7799,8.52206638227852,-5.62029277126836
213258_at,TFPI,7035,7.53454240889051,-5.62037681454834
209124_at,MYD88,4615,10.1649047006553,-5.62147024440526
212453_at,KIF1BP,26128,8.86943550996663,-5.62178759387769
218761_at,RNF111,54778,8.76250655994182,-5.62199552464001
201649_at,UBE2L6,9246,10.5465935636,-5.62401528440538
202145_at,LY6E,4061,9.62313506580769,-5.62463746461961
213222_at,PLCB1,23236,8.76100252091032,-5.62468973075714
200823_x_at,RPL29,6159,11.1824319839508,-5.62538207176736
205036_at,LSM6,11157,9.54534696551271,-5.626173289218
218391_at,SNF8,11267,8.87533643048167,-5.62631361275067
217919_s_at,MRPL42,28977,9.08576222695175,-5.62647451635692
208174_x_at,ZRSR2,8233,8.71628885387695,-5.6276968265082
213428_s_at,COL6A1,1291,11.5508257218609,-5.62781036575179
201496_x_at,MYH11,4629,6.0369367946789,-5.62833775425448
206974_at,CXCR6,10663,6.88080013059024,-5.62974083816941
212493_s_at,SETD2,29072,9.76874474025012,-5.63069567025442
201084_s_at,BCLAF1,9774,11.0146482671748,-5.63223087681147
201946_s_at,CCT2,10576,9.97106763062378,-5.63425445172263
205959_at,MMP13,4322,7.75247676719328,-5.63512960353192
218176_at,MAGEF1,64110,9.07112133465908,-5.6354204002583
210163_at,CXCL11,6373,6.66650488222891,-5.63650865561999
211725_s_at,BID,637,8.52876756904138,-5.6368988025661
218128_at,NFYB,4801,6.4456489661864,-5.63787512302814
213150_at,HOXA10,3206,7.08627790954238,-5.63957286462191
203925_at,GCLM,2730,8.22540600901032,-5.63960481205265
201697_s_at,DNMT1,1786,9.36820214816812,-5.63982888661201
218147_s_at,GLT8D1,55830,6.5915930744666,-5.64068536564712
218909_at,RPS6KC1,26750,8.91578546668367,-5.6410963348586
219129_s_at,SAP30L,79685,6.92033627713109,-5.64191232903057
215731_s_at,MPHOSPH9,10198,6.82686823274951,-5.64333534325346
209702_at,FTO,79068,9.69294318140265,-5.64349232983942
203847_s_at,AKAP8,10270,8.91185700135985,-5.64380978992235
212547_at,BRD3,8019,9.65025217515702,-5.64404197164737
200818_at,ATP5O,539,11.4832936891954,-5.64425416372005
201903_at,UQCRC1,7384,10.631059925321,-5.64434638030766
217912_at,DUS1L,64118,8.79130916537069,-5.64528759539799
202295_s_at,CTSH,1512,10.6620094033007,-5.64575620407183
203105_s_at,DNM1L,10059,8.77347503654467,-5.6464249136117
213427_at,RPP40,10799,8.87002970546826,-5.64685381295051
217989_at,HSD17B11,51170,8.98123711531817,-5.64871895265416
204137_at,GPR137B,7107,9.3620195151916,-5.64923312421993
212252_at,CAMKK2,10645,8.37545552809017,-5.64987411021452
206115_at,EGR3,1960,6.82095837268456,-5.65104301901673
219679_s_at,WAC,51322,7.37217309367823,-5.65291827265881
205381_at,LRRC17,10234,6.92071922102986,-5.65300424494183
215017_s_at,FNBP1L,54874,9.27137219597365,-5.65385693052755
213923_at,RAP2B,5912,10.3773143862804,-5.6539966732616
204012_s_at,LCMT2,9836,8.31967405183031,-5.65453599015991
218905_at,INTS8,55656,9.84344165298703,-5.65466952817446
209056_s_at,CDC5L,988,10.1865832979555,-5.65531477609389
201927_s_at,PKP4,8502,6.69585895712132,-5.65570991089457
218656_s_at,LHFP,10186,8.70992658595487,-5.65572540376941
204020_at,PURA,5813,9.58385615370657,-5.65657071553018
200925_at,COX6A1,1337,11.8345355846705,-5.65687836545876
219951_s_at,DZANK1,55184,7.0222964437433,-5.6585816622064
209263_x_at,TSPAN4,7106,7.88739441072069,-5.65881232054307
201221_s_at,SNRNP70,6625,9.7810737913941,-5.65896833069883
204838_s_at,MLH3,27030,7.47707683465342,-5.65926114567113
214339_s_at,MAP4K1,11184,7.41893290226076,-5.65988591174281
205831_at,CD2,914,9.46988526474084,-5.66091326519227
218226_s_at,NDUFB4,4710,10.4068178880508,-5.66121282528002
204862_s_at,NME3,4832,9.53788962507575,-5.66302984301002
203571_s_at,ADIRF,10974,7.21503501492603,-5.66368259455676
219137_s_at,MFF,56947,9.25247650456244,-5.66402925151333
208740_at,SAP18,10284,9.084301897528,-5.66465156799398
212343_at,YIPF6,286451,8.71339918098754,-5.6650156298753
221319_at,PCDHB8,56128,5.14781732994064,-5.66522549134098
201020_at,YWHAH,7533,8.35526590348389,-5.66531090609133
202838_at,FUCA1,2517,10.5778952152444,-5.66574482986729
217736_s_at,EIF2AK1,27102,11.2830462125487,-5.66638598839122
202227_s_at,BRD8,10902,9.82444514032718,-5.66685486946688
209156_s_at,COL6A2,1292,9.83484186878517,-5.667416504512
204115_at,GNG11,2791,8.20835723470996,-5.6676172454499
212052_s_at,TBC1D9B,23061,9.83959106148759,-5.66823252419866
219667_s_at,BANK1,55024,5.92552789041408,-5.66881478706027
217800_s_at,NDFIP1,80762,8.36635581560533,-5.66974736251167
201388_at,PSMD3,5709,7.99359702506886,-5.67075205173949
201297_s_at,MOB1A,55233,7.25938266602883,-5.67107143919443
214770_at,MSR1,4481,7.0613126057689,-5.67110548676961
219201_s_at,TWSG1,57045,6.5202310425272,-5.67188712095087
219372_at,IFT81,28981,7.83044053412603,-5.67191826102358
205136_s_at,NUFIP1,26747,6.97232141345506,-5.67237894145512
205246_at,PEX13,5194,7.92094053754441,-5.67272005577657
218661_at,NAA60,79903,8.33700025424185,-5.6735482037792
219280_at,BRWD1,54014,6.01585592190222,-5.67368516501539
202272_s_at,FBXO28,23219,9.15074854898425,-5.67387177347517
210616_s_at,SEC31A,22872,10.0690548468651,-5.67528606760596
217932_at,MRPS7,51081,9.57643361170581,-5.67592189172614
208696_at,CCT5,22948,10.4403863045448,-5.6760867358938
203680_at,PRKAR2B,5577,9.18638664050803,-5.67633928555172
213933_at,PTGER3,5733,7.49878641513799,-5.67662354128982
219530_at,PALB2,79728,8.48035539721211,-5.67811820369992
205394_at,CHEK1,1111,7.12129452308401,-5.67864318397629
218676_s_at,PCTP,58488,8.43208808828581,-5.67922188085719
202213_s_at,CUL4B,8450,7.69047335190026,-5.68013891803343
218322_s_at,ACSL5,51703,7.52457490477191,-5.68022099264705
213064_at,ZC3H14,79882,7.76381940077106,-5.68078026344924
221770_at,RPE,6120,8.55952264993596,-5.68161937354385
211973_at,NUDT3,11165,7.76388968144379,-5.68311642658208
201232_s_at,PSMD13,5719,9.66197984642159,-5.68378603836337
214672_at,TTLL5,23093,7.93720140764331,-5.68402959945864
39729_at,PRDX2,7001,10.6573046852125,-5.68580898063798
216210_x_at,TRIOBP,11078,9.16784778256568,-5.68623239453625
216102_at,PHLDB1,23187,7.07095530244603,-5.68655890858541
210788_s_at,DHRS7,51635,10.5518197817604,-5.68712890873414
213415_at,CLIC2,1193,7.10654306046573,-5.6872542357817
208857_s_at,PCMT1,5110,10.081976796546,-5.68806899312524
202995_s_at,FBLN1,2192,7.91583134271701,-5.68812104696566
200696_s_at,GSN,2934,10.3747870401009,-5.68849709468179
204533_at,CXCL10,3627,10.7881936362571,-5.69000929438849
203378_at,PCF11,51585,7.38660015807601,-5.69054800675927
204349_at,MED7,9443,7.22972661347897,-5.69068440205897
201067_at,PSMC2,5701,8.88044324088085,-5.69110633504554
202991_at,STARD3,10948,7.25393410715545,-5.69134403651262
211297_s_at,CDK7,1022,8.97143895180193,-5.69161742868273
202656_s_at,SERTAD2,9792,9.12547407347334,-5.69210867540978
201227_s_at,NDUFB8,4714,11.2993725380865,-5.69343054911614
214560_at,FPR3,2359,7.51163098917307,-5.69369189076466
221222_s_at,C1orf56,54964,7.30939704014837,-5.69379284418256
202085_at,TJP2,9414,9.21240522950719,-5.6943208648589
212245_at,MCFD2,90411,8.60299892242671,-5.69505335451702
51192_at,SSH3,54961,8.04157833827305,-5.69577995634582
201050_at,PLD3,23646,8.81647477814205,-5.69659737719677
221620_s_at,APOO,79135,9.82476943513591,-5.6968363822594
218503_at,FOCAD,54914,8.07753640804248,-5.69695971693792
219077_s_at,WWOX,51741,8.59369264909,-5.69913836414471
210097_s_at,NOL7,51406,10.4724075479181,-5.70025322425013
204955_at,SRPX,8406,8.83480452458281,-5.70061396106155
201303_at,EIF4A3,9775,11.3764694712187,-5.70098237154932
202137_s_at,ZMYND11,10771,6.3694531411234,-5.70129903773183
203971_at,SLC31A1,1317,9.77784806145454,-5.70148906830742
208621_s_at,EZR,7430,8.85990283957616,-5.70148993775578
202983_at,HLTF,6596,9.79168907924039,-5.70162133380005
217805_at,ILF3,3609,7.51787265361277,-5.70206302101637
209724_s_at,ZBTB14,7541,7.74518178629146,-5.70245651565667
209875_s_at,SPP1,6696,11.3220077665248,-5.7027080953926
219347_at,NUDT15,55270,7.77923387023878,-5.70358167244587
212803_at,NAB2,4665,8.05646298954799,-5.70457806409761
209670_at,TRAC,28755,8.73050485914399,-5.70623976295611
217511_at,KAZALD1,81621,6.92512233985907,-5.70703266914518
203306_s_at,SLC35A1,10559,9.48399217883591,-5.70728084895975
217747_s_at,RPS9,6203,11.9954369372205,-5.7075093614358
217915_s_at,RSL24D1,51187,9.6077304112798,-5.7101343625338
205199_at,CA9,768,7.62359810529481,-5.71111909547199
204516_at,ATXN7,6314,6.33027695216707,-5.71170316601352
201540_at,FHL1,2273,9.31283065746913,-5.71172337322641
205083_at,AOX1,316,6.51723272992882,-5.71197961147264
218258_at,POLR1D,51082,9.15903556671444,-5.71259472002348
211982_x_at,XPO6,23214,9.38386532941041,-5.71273101626142
206025_s_at,TNFAIP6,7130,7.83015273536406,-5.71276637409442
220199_s_at,AIDA,64853,8.37176059350454,-5.71378908310144
214585_s_at,VPS52,6293,10.6689650470238,-5.71457728662731
217785_s_at,YKT6,10652,7.31594205193995,-5.71488697808642
201460_at,MAPKAPK2,9261,9.2194951201479,-5.71504707474513
204453_at,ZNF84,7637,7.18927147578131,-5.71590869857721
218716_x_at,MTO1,25821,8.50587406422282,-5.71591023204507
203000_at,STMN2,11075,5.93487312450474,-5.71592273491658
203904_x_at,CD82,3732,8.78489793692904,-5.71663989043254
218488_at,EIF2B3,8891,9.61329419853716,-5.71746239113101
203080_s_at,BAZ2B,29994,8.50235721769242,-5.71794432853024
201364_s_at,OAZ2,4947,8.9300574421714,-5.71842148111262
221845_s_at,CLPB,81570,7.67901388528926,-5.71856893352833
218291_at,LAMTOR2,28956,8.45797730060401,-5.719325427524
213116_at,NEK3,4752,7.38284329889033,-5.72061073523447
219469_at,DYNC2H1,79659,7.01496497188502,-5.7227465083519
209863_s_at,TP63,8626,7.16144016415377,-5.72559677141241
219716_at,APOL6,80830,9.00207981855746,-5.72574282954783
218935_at,EHD3,30845,7.61134201241823,-5.72656050128874
201883_s_at,B4GALT1,2683,8.66255525931963,-5.72829141219762
221500_s_at,STX16,8675,9.4296607534123,-5.72840462622717
210416_s_at,CHEK2,11200,8.09715262013669,-5.7295276571057
202708_s_at,HIST2H2BE,8349,9.48941053771974,-5.72985715347065
219157_at,KLHL2,11275,8.23760565508713,-5.73020396742827
213882_at,TM2D1,83941,5.68254460306751,-5.73142740260666
219293_s_at,OLA1,29789,11.2288788093024,-5.732158809174
201310_s_at,NREP,9315,11.1315234089327,-5.73248978922157
203929_s_at,MAPT,4137,8.47740503724588,-5.73338754966125
217981_s_at,TIMM10B,26515,8.4241079399877,-5.7343395916532
214474_at,PRKAB2,5565,6.90600900387558,-5.73448437896777
205186_at,DNALI1,7802,6.54870648574318,-5.73463817990723
208693_s_at,GARS,2617,11.1559238357494,-5.73482664208745
219159_s_at,SLAMF7,57823,7.90306799076226,-5.7373097560359
221923_s_at,NPM1,4869,12.1377532832012,-5.7376814633909
201219_at,CTBP2,1488,8.63551652712435,-5.73805817467336
208679_s_at,ARPC2,10109,11.1750007178783,-5.73876840421918
221780_s_at,DDX27,55661,8.84844161768279,-5.73877749295692
201212_at,LGMN,5641,10.2593803257174,-5.73959769085441
212845_at,SAMD4A,23034,8.43611506930114,-5.7407455787891
202267_at,LAMC2,3918,8.48592622779571,-5.74084949825426
219282_s_at,TRPV2,51393,7.3361588735147,-5.74191797410548
200827_at,PLOD1,5351,8.26444658527051,-5.74226467302385
211968_s_at,HSP90AA1,3320,12.6864079674396,-5.7423047360391
203420_at,FAM8A1,51439,9.99405629081698,-5.74321325421139
214701_s_at,FN1,2335,7.83945173883988,-5.74325516740677
200789_at,ECH1,1891,9.79197357837472,-5.74338178984945
204967_at,SHROOM2,357,8.81963518304199,-5.74341092710148
219169_s_at,TFB1M,51106,8.39459921410048,-5.74418197613853
219528_s_at,BCL11B,64919,7.13836650954889,-5.74537097844527
221249_s_at,FAM117A,81558,7.68785283548629,-5.7456292532106
201620_at,MBTPS1,8720,9.52082552067015,-5.74772561135967
201554_x_at,GYG1,2992,9.61491942903472,-5.74779128190656
202850_at,ABCD3,5825,10.0507698942401,-5.74858340419598
209568_s_at,RGL1,23179,9.34615697303582,-5.74878106169729
215966_x_at,GK3P,2713,5.65964710857206,-5.74939063311713
204042_at,WASF3,10810,8.37010821226044,-5.74961578261376
212672_at,ATM,472,7.56155075313527,-5.75079066348738
202748_at,GBP2,2634,9.93783947208081,-5.75100878085383
209969_s_at,STAT1,6772,10.0145977634836,-5.75224234222692
219787_s_at,ECT2,1894,8.78970211170544,-5.75229453136338
218783_at,INTS7,25896,7.25779181971609,-5.75244360446888
208074_s_at,AP2S1,1175,9.07565725160169,-5.75354466063572
204588_s_at,SLC7A7,9056,10.0152994059372,-5.75449705193109
202177_at,GAS6,2621,7.80137527003598,-5.75529472895693
214594_x_at,ATP8B1,5205,7.0380010256544,-5.75561285032806
219700_at,PLXDC1,57125,7.22658802435428,-5.75652686746542
202919_at,MOB4,25843,10.1395020907635,-5.75685524410422
208694_at,PRKDC,5591,8.34253904868663,-5.75687466591918
203079_s_at,CUL2,8453,8.4953305622595,-5.75710010891771
211700_s_at,TRO,7216,6.26680883015142,-5.75766947604412
218626_at,EIF4ENIF1,56478,8.07925163744155,-5.75872713328656
202947_s_at,GYPC,2995,8.24775949843172,-5.75914131727204
203187_at,DOCK1,1793,8.61458737623152,-5.76047806247714
206628_at,SLC5A1,6523,6.70576000268322,-5.76168313333866
212955_s_at,POLR2I,5438,9.31426618914772,-5.76200841643302
216705_s_at,ADA,100,6.47207461995606,-5.76389279268747
218439_s_at,COMMD10,51397,8.99943194676606,-5.76452504599999
208152_s_at,DDX21,9188,11.3851217248907,-5.76484425737704
215071_s_at,HIST1H2AC,8334,9.82935584450194,-5.76596043498312
209123_at,QDPR,5860,9.93630924432343,-5.76680357339208
202541_at,AIMP1,9255,8.06877888037179,-5.7669094903309
217990_at,GMPR2,51292,9.15114605615012,-5.76700414851493
216843_x_at,PMS2P1,5379,9.28566907076916,-5.76717370410525
212519_at,UBE2E1,7324,9.97762784925562,-5.76776016553382
219691_at,SAMD9,54809,6.13333585254037,-5.7694393109084
217734_s_at,WDR6,11180,9.1974550233892,-5.77003441856305
208760_at,UBE2I,7329,8.74075932074948,-5.77086204393238
208450_at,LGALS2,3957,6.38467489325836,-5.77323033004777
208950_s_at,ALDH7A1,501,9.25551264134464,-5.77396348873507
218992_at,PLGRKT,55848,8.91088982296386,-5.7741973795886
206861_s_at,CGGBP1,8545,9.43705393412056,-5.77426722841501
201956_s_at,GNPAT,8443,10.3126863809777,-5.77477293245577
210354_at,IFNG,3458,6.75406040232185,-5.77488727656735
218615_s_at,TMEM39A,55254,8.67756441755429,-5.77682814311061
201841_s_at,HSPB1,3315,11.5029754845953,-5.77739771701055
220603_s_at,MCTP2,55784,7.13206832087392,-5.77751709108212
221245_s_at,FZD5,7855,6.79652625612993,-5.77761910950688
205514_at,ZNF415,55786,6.48004615487316,-5.78006395663766
205273_s_at,PITRM1,10531,9.12585686549707,-5.78040377414209
221596_s_at,RBM48,84060,5.7596535629077,-5.78228713399627
202376_at,SERPINA3,12,10.8409146417654,-5.78265458244215
212942_s_at,CEMIP,57214,8.73418324346258,-5.78342245811898
221257_x_at,FBXO38,81545,9.16033813207677,-5.78458038161386
202148_s_at,PYCR1,5831,9.21440449240323,-5.78580254743867
218312_s_at,ZSCAN18,65982,8.61683508610003,-5.78840709778962
209503_s_at,PSMC5,5705,10.6662287558475,-5.78916658594708
207300_s_at,F7,2155,5.96415519094477,-5.78938809897781
200917_s_at,SRPRA,6734,7.50974998438715,-5.79026049448265
200872_at,S100A10,6281,12.1035706395904,-5.7903483679886
203664_s_at,POLR2D,5433,7.99196522601375,-5.79119897339841
214659_x_at,YLPM1,56252,8.70898286981582,-5.79128128818823
202395_at,NSF,4905,9.91713968029398,-5.79164547575749
202595_s_at,LEPROTL1,23484,8.8620336349971,-5.79269102696043
204798_at,MYB,4602,8.94985153418192,-5.79273218972673
206666_at,GZMK,3003,9.02980822005289,-5.79280723614549
218961_s_at,PNKP,11284,7.70146557356274,-5.79287307424042
212456_at,CLUH,23277,9.87156893887875,-5.79288724109929
210849_s_at,VPS41,27072,9.97667198448365,-5.79447689804366
203243_s_at,PDLIM5,10611,8.38973945317056,-5.79464164019675
212885_at,MPHOSPH10,10199,9.94420889922991,-5.79467586632878
202956_at,ARFGEF1,10565,9.73525579574054,-5.79680533826525
212423_at,ZCCHC24,219654,7.71722501533058,-5.79694780263083
216840_s_at,LAMA2,3908,7.46298795976797,-5.79695978055175
208969_at,NDUFA9,4704,10.6565664868102,-5.7980100416962
205916_at,S100A7,6278,8.98613956517016,-5.79866133642259
214519_s_at,RLN2,6019,5.60067774530483,-5.79878415214539
213187_x_at,FTL,2512,12.7419891700055,-5.7989063182923
203339_at,SLC25A12,8604,7.50543180199773,-5.79922705998179
210817_s_at,CALCOCO2,10241,10.3327905267996,-5.79928514390309
200826_at,SNRPD2,6633,10.220355610976,-5.80012491846762
212927_at,SMC5,23137,7.48522783229884,-5.80119908383192
205934_at,PLCL1,5334,5.661767540598,-5.8019142964097
202948_at,IL1R1,3554,9.90623270970098,-5.80200896109481
217720_at,CHCHD2,51142,11.9292812299091,-5.80346472485974
212068_s_at,PRRC2B,84726,9.35778259698911,-5.80418294812812
217167_x_at,GK,2710,7.45526321224333,-5.80428361746991
209708_at,MOXD1,26002,7.91482893186408,-5.80431957509959
213351_s_at,TMCC1,23023,8.14236123816007,-5.80517133741369
200642_at,SOD1,6647,12.3008305403618,-5.80526098623523
217168_s_at,HERPUD1,9709,11.0440373135574,-5.80583474676021
221558_s_at,LEF1,51176,8.01790607813768,-5.80683854885493
218986_s_at,DDX60,55601,8.16926774910965,-5.80736468093169
213203_at,SNAPC5,10302,9.92505583513794,-5.80750075144778
202756_s_at,GPC1,2817,9.08429900992385,-5.80850570523984
202325_s_at,ATP5J,522,11.152291333052,-5.80855870170697
204451_at,FZD1,8321,9.00940131714555,-5.80979228594321
208869_s_at,GABARAPL1,23710,7.29762159994226,-5.81123212063788
218521_s_at,UBE2W,55284,7.15394667154975,-5.81190902160989
204777_s_at,MAL,4118,6.62812453884214,-5.81211824793408
