,SymbolsA,EntrezsA,AveExpr,B
1432,NA,1432,9.81972862942215,-6.39320688510528
1434,NA,1434,10.3822429110107,-5.9844015022172
1436,NA,1436,8.78833625459574,-3.97183358939429
1439,NA,1439,8.57158231896284,-4.05508651852288
1445,NA,1445,9.84416308412581,-2.54504575754726
1452,NA,1452,6.43208106850379,-6.51802502373238
1453,NA,1453,10.4670494533456,-6.45536062247899
1455,NA,1455,7.72014280875063,-5.4314829369702
1456,NA,1456,8.18974763704294,-6.24208479534904
1457,NA,1457,8.77297263977019,-3.79552170208777
1459,NA,1459,7.97144733391724,-6.24625625690595
1460,NA,1460,11.2647036186481,-6.41076150925178
1462,NA,1462,7.25747602052514,-6.47358285508827
1465,NA,1465,10.4634038858098,-6.49573954690871
1466,NA,1466,9.42374601188055,-5.87319964063709
1468,NA,1468,7.24470190818235,-6.50434030191472
1471,NA,1471,9.13647929196601,-6.1335300068013
1472,NA,1472,8.39762182986659,-6.51776926596266
1474,NA,1474,7.13740720659192,-4.42127065569372
1475,NA,1475,9.72903521876145,-6.48126471674917
1476,NA,1476,11.9078085285527,-6.05947789716673
1477,NA,1477,8.25342338269853,-6.51296578038993
1479,NA,1479,9.79917002335444,-6.17689975635336
1486,NA,1486,7.55698298456728,-1.16699848252702
1487,NA,1487,9.15807382019726,-6.17354092000682
1488,NA,1488,8.63551652712435,-5.73805817467336
1490,NA,1490,8.81628396999886,-4.74403727126822
1491,NA,1491,5.66498527180797,-4.53904154139282
1495,NA,1495,10.9780295502701,-6.32151791614124
1499,NA,1499,9.07320925121396,-6.09333186633329
1501,NA,1501,5.5231543647248,-6.50100017853794
1503,NA,1503,8.83824157763063,-4.97573420678929
1508,NA,1508,11.4371409258242,-2.79738224012918
1509,NA,1509,8.96667902397082,-6.41847305840345
1512,NA,1512,10.6620094033007,-5.64575620407183
1513,NA,1513,11.7205875699087,-6.43065435469184
1514,NA,1514,11.4587885826739,-1.30462687212169
1515,NA,1515,8.22514843083599,-2.62702465517864
1519,NA,1519,9.76005302211554,-5.34851699287651
1520,NA,1520,6.86410680847203,-3.25996511175665
1522,NA,1522,8.40740219326941,-6.51523088205558
1523,NA,1523,9.19270983038868,-4.93819461994377
1524,NA,1524,7.95552663527317,-6.5028586696144
1525,NA,1525,10.0153694218928,-5.61086146041706
1528,NA,1528,10.8844743793101,2.87677671373098
1534,NA,1534,10.1612497429615,2.36168161795926
1535,NA,1535,10.191412519869,-2.28075085502737
1536,NA,1536,8.41114218045063,-5.19584363195404
1537,NA,1537,10.73385981462,-6.04239860352139
1540,NA,1540,9.12441143301937,-5.1543298028849
1545,NA,1545,9.60095593111943,-6.51461267923777
1556,NA,1556,8.04372625990326,-6.50716940794796
1573,NA,1573,8.35328373423449,0.863267276192532
1580,NA,1580,5.28739380434872,-6.46367624485623
1593,NA,1593,9.32688485002968,-5.9003791802159
1594,NA,1594,8.13985826157754,-6.32885697007467
1601,NA,1601,8.70052407292869,-6.24710221894594
1602,NA,1602,5.9309008939928,-2.60781644410233
1603,NA,1603,11.5642335115607,-6.47702213314841
1604,NA,1604,9.43368632660785,-6.0005589139844
1605,NA,1605,9.94814687551923,-6.37445634608752
1611,NA,1611,9.85216565124681,0.271501199630562
1612,NA,1612,8.7157347093006,-2.40264551654267
1615,NA,1615,8.58876179238005,-6.49997265074031
1622,NA,1622,11.6248452538368,-4.14169476554132
1627,NA,1627,9.33972879028213,-6.25689628001829
1629,NA,1629,10.6177093901031,-6.49155334689968
1632,NA,1632,9.1193616613561,-5.01644815429224
1633,NA,1633,7.47112283562413,-1.02404827152051
1634,NA,1634,9.87507652149884,-6.27064084759896
1635,NA,1635,9.9625148477156,-5.84039710505022
1642,NA,1642,10.0758512061623,-0.542987933626986
1643,NA,1643,7.60547919466726,-5.98564147583671
1644,NA,1644,7.21355245924176,-2.9452223181839
1645,NA,1645,9.2046872029367,-6.16228629952874
1646,NA,1646,8.73239610414234,-6.33265350447048
1647,NA,1647,9.37887523914138,-6.32256618047092
1650,NA,1650,10.1840227396256,-6.51742497623576
1653,NA,1653,11.1764183225943,-6.46907874223154
1654,NA,1654,8.06705377842819,-6.4432819832078
1656,NA,1656,9.00548469743043,-6.42254558072341
1657,NA,1657,7.48023896862948,-6.45052645988415
1660,NA,1660,8.69579675316249,-3.72016653343954
